building_id,timestamp_hour,volume,hot,cold,apartment_size,volume_per_room,hot_per_room,cold_per_room
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-02 14:00:00,155.22957549999995,0.0,155.22957549999995,121,63.41991034999996,0.0,63.41991034999996
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-02 15:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-02 16:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-02 17:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-02 18:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-02 19:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-02 20:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-02 21:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-02 22:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-02 23:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 00:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 01:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 02:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 03:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 04:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 05:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 06:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 07:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 08:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 09:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 10:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 11:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 12:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 13:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 14:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 15:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 16:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 17:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 18:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 19:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 20:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 21:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 22:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-03 23:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
